timestamp,open,high,low,close,tick_volume
2026-07-29 14:31:00,4006.63,4008.53,4006.23,4006.96,229.0
2026-07-29 14:32:00,4006.66,4008.06,4006.02,4007.79,233.0
2026-07-29 14:33:00,4007.58,4009.16,4007.24,4008.8,223.0
2026-07-29 14:34:00,4008.81,4009.21,4007.39,4007.96,211.0
2026-07-29 14:35:00,4007.99,4008.38,4005.75,4006.54,221.0
2026-07-29 14:36:00,4006.53,4007.25,4006.03,4007.03,226.0
2026-07-29 14:37:00,4007.06,4007.33,4005.52,4006.29,218.0
2026-07-29 14:38:00,4006.23,4007.07,4005.38,4005.58,209.0
2026-07-29 14:39:00,4005.5,4005.94,4003.25,4004.5,200.0
2026-07-29 14:40:00,4004.49,4005.26,4004.05,4004.14,239.0
2026-07-29 14:41:00,4004.19,4006.55,4003.96,4005.67,215.0
2026-07-29 14:42:00,4005.65,4005.65,4003.19,4003.19,203.0
2026-07-29 14:43:00,4003.21,4003.38,3999.02,4000.12,249.0
2026-07-29 14:44:00,4000.08,4001.17,3999.21,4001.17,217.0
2026-07-29 14:45:00,4001.11,4001.49,3999.89,4000.59,220.0
2026-07-29 14:46:00,4000.53,4000.9,3998.34,4000.33,235.0
2026-07-29 14:47:00,4000.28,4002.55,3999.69,4001.24,232.0
2026-07-29 14:48:00,4001.25,4002.23,3998.36,3999.35,229.0
2026-07-29 14:49:00,3999.33,4001.62,3999.21,4001.6,221.0
2026-07-29 14:50:00,4001.59,4002.52,4000.48,4002.03,241.0
2026-07-29 14:51:00,4002.07,4002.78,4000.81,4002.14,238.0
2026-07-29 14:52:00,4002.22,4003.73,4001.37,4002.54,238.0
2026-07-29 14:53:00,4002.55,4005.47,4002.24,4005.2,214.0
2026-07-29 14:54:00,4005.21,4005.71,4004.13,4005.37,214.0
2026-07-29 14:55:00,4005.32,4005.46,4004.11,4004.36,185.0
2026-07-29 14:56:00,4004.31,4005.2,4003.84,4004.53,204.0
2026-07-29 14:57:00,4004.63,4005.77,4002.39,4002.92,237.0
2026-07-29 14:58:00,4003.02,4004.09,4003.02,4003.93,195.0
2026-07-29 14:59:00,4003.98,4005.43,4003.97,4004.9,227.0
2026-07-29 15:00:00,4004.82,4005.85,4003.5,4003.68,238.0
2026-07-29 15:01:00,4003.64,4007.44,4003.37,4006.64,221.0
2026-07-29 15:02:00,4006.66,4007.72,4006.14,4006.24,221.0
2026-07-29 15:03:00,4006.2,4008.88,4005.95,4008.13,205.0
2026-07-29 15:04:00,4008.18,4008.8,4007.81,4008.41,186.0
2026-07-29 15:05:00,4008.35,4009.04,4007.75,4008.5,177.0
2026-07-29 15:06:00,4008.53,4008.91,4006.65,4006.66,204.0
2026-07-29 15:07:00,4006.6,4008.17,4006.6,4007.48,206.0
2026-07-29 15:08:00,4007.47,4008.52,4006.92,4006.92,189.0
2026-07-29 15:09:00,4006.83,4009.82,4006.68,4009.8,207.0
2026-07-29 15:10:00,4009.68,4009.78,4006.61,4006.64,158.0
2026-07-29 15:11:00,4006.72,4007.49,4005.88,4006.99,207.0
2026-07-29 15:12:00,4006.97,4007.25,4005.77,4007.1,194.0
2026-07-29 15:13:00,4007.12,4007.75,4006.43,4007.04,206.0
2026-07-29 15:14:00,4007.17,4007.67,4006.33,4006.87,187.0
2026-07-29 15:15:00,4006.97,4007.72,4006.73,4007.58,209.0
2026-07-29 15:16:00,4007.57,4008.6,4007.02,4007.53,156.0
2026-07-29 15:17:00,4007.28,4007.7,4006.42,4006.85,164.0
2026-07-29 15:18:00,4006.9,4007.48,4006.44,4006.73,172.0
2026-07-29 15:19:00,4006.72,4006.94,4005.05,4005.11,168.0
2026-07-29 15:20:00,4005.12,4006.1,4004.39,4005.27,219.0
2026-07-29 15:21:00,4005.26,4005.41,4004.51,4004.58,181.0
2026-07-29 15:22:00,4004.5,4008.54,4003.74,4008.49,191.0
2026-07-29 15:23:00,4008.55,4010.03,4008.34,4009.93,179.0
2026-07-29 15:24:00,4009.97,4010.24,4008.68,4010.02,191.0
2026-07-29 15:25:00,4009.76,4010.0,4008.4,4009.17,230.0
2026-07-29 15:26:00,4009.22,4009.92,4007.98,4008.84,208.0
2026-07-29 15:27:00,4008.81,4010.14,4008.42,4009.46,192.0
2026-07-29 15:28:00,4009.64,4011.26,4009.64,4011.03,175.0
2026-07-29 15:29:00,4011.07,4011.09,4010.03,4010.63,214.0
2026-07-29 15:30:00,4010.55,4011.44,4009.75,4010.57,216.0
2026-07-29 15:31:00,4010.69,4011.36,4010.26,4010.9,209.0
2026-07-29 15:32:00,4010.97,4012.26,4010.89,4011.35,207.0
2026-07-29 15:33:00,4011.54,4013.52,4011.1,4012.93,212.0
2026-07-29 15:34:00,4012.9,4013.19,4009.86,4010.33,188.0
2026-07-29 15:35:00,4010.26,4011.87,4010.26,4011.36,190.0
2026-07-29 15:36:00,4011.33,4012.41,4010.87,4012.05,196.0
2026-07-29 15:37:00,4011.97,4012.39,4010.94,4011.26,175.0
2026-07-29 15:38:00,4011.23,4011.3,4008.42,4008.48,188.0
2026-07-29 15:39:00,4008.49,4008.93,4008.08,4008.77,159.0
2026-07-29 15:40:00,4008.51,4008.79,4007.14,4008.38,161.0
2026-07-29 15:41:00,4008.31,4009.24,4007.56,4008.95,168.0
2026-07-29 15:42:00,4008.96,4009.42,4008.63,4008.93,143.0
2026-07-29 15:43:00,4009.02,4009.54,4007.16,4008.26,154.0
2026-07-29 15:44:00,4008.42,4010.62,4008.11,4010.62,178.0
2026-07-29 15:45:00,4010.3,4011.2,4009.47,4010.83,139.0
2026-07-29 15:46:00,4010.93,4011.8,4010.37,4011.1,174.0
2026-07-29 15:47:00,4011.11,4011.45,4010.33,4010.88,154.0
2026-07-29 15:48:00,4010.83,4011.41,4010.34,4010.96,142.0
2026-07-29 15:49:00,4010.92,4012.77,4010.89,4012.63,149.0
2026-07-29 15:50:00,4012.64,4013.79,4011.92,4012.25,186.0
2026-07-29 15:51:00,4012.37,4012.96,4011.6,4012.38,152.0
2026-07-29 15:52:00,4012.36,4013.26,4011.68,4012.18,173.0
2026-07-29 15:53:00,4012.07,4012.07,4010.84,4011.94,153.0
2026-07-29 15:54:00,4012.01,4013.21,4011.4,4011.56,139.0
2026-07-29 15:55:00,4011.57,4011.88,4010.39,4010.62,151.0
2026-07-29 15:56:00,4010.55,4010.72,4009.61,4010.48,154.0
2026-07-29 15:57:00,4010.47,4010.54,4009.42,4009.83,179.0
2026-07-29 15:58:00,4009.75,4010.01,4008.34,4009.18,196.0
2026-07-29 15:59:00,4009.16,4010.15,4008.9,4009.86,192.0
2026-07-29 16:00:00,4009.83,4011.71,4008.05,4008.05,222.0
2026-07-29 16:01:00,4008.12,4009.32,4007.65,4009.14,201.0
2026-07-29 16:02:00,4008.91,4009.99,4008.09,4009.61,184.0
2026-07-29 16:03:00,4009.6,4009.72,4008.0,4008.0,173.0
2026-07-29 16:04:00,4007.95,4009.78,4007.89,4009.39,168.0
2026-07-29 16:05:00,4009.67,4010.29,4008.84,4010.01,182.0
2026-07-29 16:06:00,4010.0,4011.0,4009.97,4010.71,156.0
2026-07-29 16:07:00,4010.56,4012.1,4010.51,4011.9,170.0
2026-07-29 16:08:00,4011.97,4015.55,4011.57,4015.11,196.0
2026-07-29 16:09:00,4014.96,4015.59,4014.3,4014.8,175.0
2026-07-29 16:10:00,4014.79,4015.62,4012.91,4012.98,202.0
2026-07-29 16:11:00,4012.96,4012.96,4011.3,4011.48,167.0
2026-07-29 16:12:00,4011.48,4011.94,4010.77,4010.77,146.0
2026-07-29 16:13:00,4010.62,4011.41,4010.53,4011.06,127.0
2026-07-29 16:14:00,4011.07,4011.35,4009.57,4009.57,145.0
2026-07-29 16:15:00,4009.62,4009.62,4008.52,4009.31,176.0
2026-07-29 16:16:00,4009.36,4009.5,4008.1,4008.43,127.0
2026-07-29 16:17:00,4008.44,4009.13,4007.9,4008.84,136.0
2026-07-29 16:18:00,4008.87,4010.21,4008.82,4010.1,146.0
2026-07-29 16:19:00,4010.01,4011.55,4009.68,4011.34,142.0
2026-07-29 16:20:00,4011.35,4013.88,4011.0,4013.88,163.0
2026-07-29 16:21:00,4013.87,4015.09,4013.42,4013.42,174.0
2026-07-29 16:22:00,4013.41,4014.62,4013.41,4014.44,180.0
2026-07-29 16:23:00,4014.42,4017.47,4013.93,4014.56,213.0
2026-07-29 16:24:00,4014.57,4015.66,4014.22,4015.14,190.0
2026-07-29 16:25:00,4015.15,4016.07,4015.15,4015.55,186.0
2026-07-29 16:26:00,4015.57,4016.44,4015.23,4016.07,181.0
2026-07-29 16:27:00,4016.08,4016.21,4015.08,4016.2,140.0
2026-07-29 16:28:00,4016.21,4016.23,4015.65,4015.82,130.0
2026-07-29 16:29:00,4016.17,4017.08,4016.17,4016.57,146.0
2026-07-29 16:30:00,4016.38,4017.18,4016.01,4016.2,169.0
2026-07-29 16:31:00,4016.21,4016.45,4015.02,4015.48,175.0
2026-07-29 16:32:00,4015.42,4015.92,4014.96,4015.81,173.0
2026-07-29 16:33:00,4015.97,4017.46,4015.75,4017.44,156.0
2026-07-29 16:34:00,4017.45,4019.01,4017.11,4017.11,187.0
2026-07-29 16:35:00,4017.1,4017.54,4016.41,4016.7,157.0
2026-07-29 16:36:00,4016.71,4016.75,4015.19,4015.22,127.0
2026-07-29 16:37:00,4015.09,4018.19,4015.09,4017.79,163.0
2026-07-29 16:38:00,4017.8,4017.83,4016.26,4016.37,148.0
2026-07-29 16:39:00,4016.43,4017.68,4016.21,4016.81,134.0
2026-07-29 16:40:00,4016.82,4017.67,4016.52,4017.03,145.0
2026-07-29 16:41:00,4016.91,4017.0,4016.46,4016.96,141.0
2026-07-29 16:42:00,4017.0,4017.48,4016.23,4016.85,157.0
2026-07-29 16:43:00,4016.83,4017.14,4015.83,4016.14,153.0
2026-07-29 16:44:00,4016.05,4017.25,4016.04,4017.03,106.0
2026-07-29 16:45:00,4016.97,4016.97,4015.24,4015.83,153.0
2026-07-29 16:46:00,4015.82,4016.35,4015.33,4015.65,153.0
2026-07-29 16:47:00,4015.66,4016.87,4015.64,4016.51,153.0
2026-07-29 16:48:00,4016.53,4017.48,4016.29,4016.87,146.0
2026-07-29 16:49:00,4016.88,4018.0,4016.76,4017.78,151.0
2026-07-29 16:50:00,4017.85,4019.36,4017.69,4019.02,165.0
2026-07-29 16:51:00,4019.14,4020.44,4018.93,4020.18,176.0
2026-07-29 16:52:00,4020.17,4023.3,4020.17,4022.95,173.0
2026-07-29 16:53:00,4022.94,4023.61,4022.69,4022.9,170.0
2026-07-29 16:54:00,4022.92,4025.71,4022.92,4025.69,167.0
2026-07-29 16:55:00,4025.44,4030.47,4025.13,4029.27,261.0
2026-07-29 16:56:00,4029.18,4031.84,4028.26,4031.68,271.0
2026-07-29 16:57:00,4031.71,4032.8,4028.88,4028.99,248.0
2026-07-29 16:58:00,4028.98,4029.76,4026.81,4026.81,203.0
2026-07-29 16:59:00,4026.79,4027.9,4026.79,4027.36,211.0
2026-07-29 17:00:00,4027.39,4031.11,4027.34,4030.39,249.0
2026-07-29 17:01:00,4030.43,4033.07,4030.43,4032.3,242.0
2026-07-29 17:02:00,4032.0,4032.2,4030.38,4030.52,218.0
2026-07-29 17:03:00,4030.64,4033.91,4030.62,4033.39,184.0
2026-07-29 17:04:00,4033.4,4037.54,4033.12,4036.81,236.0
2026-07-29 17:05:00,4036.94,4037.21,4035.11,4036.68,217.0
2026-07-29 17:06:00,4036.69,4040.64,4036.69,4040.24,208.0
2026-07-29 17:07:00,4040.14,4040.64,4038.54,4038.94,219.0
2026-07-29 17:08:00,4038.87,4041.2,4038.87,4040.58,217.0
2026-07-29 17:09:00,4040.6,4040.68,4038.63,4038.63,221.0
2026-07-29 17:10:00,4038.86,4041.3,4037.53,4040.63,217.0
2026-07-29 17:11:00,4040.56,4041.92,4040.07,4041.66,192.0
2026-07-29 17:12:00,4041.69,4044.18,4040.93,4044.14,221.0
2026-07-29 17:13:00,4044.18,4050.47,4044.18,4047.72,255.0
2026-07-29 17:14:00,4047.74,4048.13,4041.51,4042.06,254.0
2026-07-29 17:15:00,4042.07,4044.04,4040.85,4043.78,232.0
2026-07-29 17:16:00,4043.84,4046.83,4043.71,4046.78,232.0
2026-07-29 17:17:00,4046.77,4047.9,4044.76,4046.14,228.0
2026-07-29 17:18:00,4046.16,4047.01,4044.25,4045.03,227.0
2026-07-29 17:19:00,4045.3,4045.81,4044.19,4045.25,211.0
2026-07-29 17:20:00,4045.16,4048.42,4044.69,4046.89,236.0
2026-07-29 17:21:00,4046.94,4048.27,4046.58,4048.18,210.0
2026-07-29 17:22:00,4048.07,4049.94,4048.01,4049.74,235.0
2026-07-29 17:23:00,4049.95,4050.52,4048.05,4049.47,213.0
2026-07-29 17:24:00,4049.12,4049.12,4045.78,4047.36,247.0
2026-07-29 17:25:00,4047.35,4048.19,4043.62,4044.07,234.0
2026-07-29 17:26:00,4043.84,4044.64,4042.95,4044.23,226.0
2026-07-29 17:27:00,4044.28,4044.31,4042.17,4042.98,185.0
2026-07-29 17:28:00,4043.0,4043.1,4038.9,4038.91,243.0
2026-07-29 17:29:00,4039.33,4040.14,4037.26,4039.3,261.0
2026-07-29 17:30:00,4039.11,4040.42,4037.66,4038.49,228.0
2026-07-29 17:31:00,4038.76,4040.36,4038.51,4040.05,183.0
2026-07-29 17:32:00,4040.21,4041.89,4039.7,4041.13,229.0
2026-07-29 17:33:00,4041.09,4041.14,4038.56,4040.41,213.0
2026-07-29 17:34:00,4040.44,4040.78,4038.73,4038.76,205.0
2026-07-29 17:35:00,4038.73,4039.85,4036.69,4036.86,221.0
2026-07-29 17:36:00,4036.81,4038.34,4036.41,4037.48,175.0
2026-07-29 17:37:00,4037.35,4038.47,4037.02,4037.86,152.0
2026-07-29 17:38:00,4037.85,4040.46,4037.6,4040.46,174.0
2026-07-29 17:39:00,4040.49,4041.65,4040.1,4041.44,188.0
2026-07-29 17:40:00,4041.46,4042.37,4040.79,4041.86,211.0
2026-07-29 17:41:00,4041.89,4043.52,4041.87,4043.13,191.0
2026-07-29 17:42:00,4043.19,4044.68,4043.1,4043.79,193.0
2026-07-29 17:43:00,4043.78,4047.36,4043.6,4046.06,201.0
2026-07-29 17:44:00,4046.15,4046.77,4045.59,4045.76,194.0
2026-07-29 17:45:00,4045.77,4047.77,4045.42,4046.97,194.0
2026-07-29 17:46:00,4046.93,4047.48,4044.97,4045.13,190.0
2026-07-29 17:47:00,4045.09,4046.25,4044.96,4045.37,175.0
2026-07-29 17:48:00,4045.45,4046.61,4045.28,4046.6,180.0
2026-07-29 17:49:00,4046.54,4048.08,4046.54,4047.5,160.0
2026-07-29 17:50:00,4047.48,4047.51,4045.96,4046.68,169.0
2026-07-29 17:51:00,4046.69,4046.76,4045.18,4045.5,177.0
2026-07-29 17:52:00,4045.34,4046.46,4045.06,4045.38,188.0
2026-07-29 17:53:00,4045.45,4046.89,4045.29,4046.33,187.0
2026-07-29 17:54:00,4046.29,4046.36,4044.64,4044.84,158.0
2026-07-29 17:55:00,4044.89,4044.91,4042.85,4043.3,163.0
2026-07-29 17:56:00,4043.31,4043.31,4042.13,4042.83,137.0
2026-07-29 17:57:00,4042.82,4043.03,4042.08,4042.22,121.0
2026-07-29 17:58:00,4042.52,4043.67,4041.46,4043.29,152.0
2026-07-29 17:59:00,4043.26,4044.73,4043.19,4044.13,163.0
2026-07-29 18:00:00,4044.1,4086.08,4042.84,4076.46,290.0
2026-07-29 18:01:00,4076.77,4085.46,4071.26,4079.93,291.0
2026-07-29 18:02:00,4079.62,4083.11,4070.52,4072.38,278.0
2026-07-29 18:03:00,4072.5,4075.08,4066.87,4068.27,272.0
2026-07-29 18:04:00,4068.5,4070.82,4065.23,4066.96,285.0
2026-07-29 18:05:00,4066.83,4076.71,4066.42,4076.11,285.0
2026-07-29 18:06:00,4076.15,4081.57,4076.09,4081.31,283.0
2026-07-29 18:07:00,4081.16,4083.08,4078.14,4078.14,283.0
2026-07-29 18:08:00,4078.16,4080.07,4076.32,4078.03,271.0
2026-07-29 18:09:00,4077.85,4080.42,4072.77,4076.53,276.0
2026-07-29 18:10:00,4076.37,4077.66,4072.04,4072.32,282.0
2026-07-29 18:11:00,4072.66,4079.94,4072.65,4079.06,281.0
2026-07-29 18:12:00,4079.07,4086.15,4079.07,4082.42,277.0
2026-07-29 18:13:00,4082.56,4083.55,4080.74,4082.23,272.0
2026-07-29 18:14:00,4082.24,4082.29,4076.55,4081.07,265.0
2026-07-29 18:15:00,4081.13,4083.76,4080.44,4080.46,259.0
2026-07-29 18:16:00,4080.24,4081.45,4074.9,4075.61,268.0
2026-07-29 18:17:00,4075.62,4075.77,4072.13,4075.06,261.0
2026-07-29 18:18:00,4075.22,4075.55,4072.02,4074.01,267.0
2026-07-29 18:19:00,4074.04,4074.79,4071.21,4071.85,264.0
2026-07-29 18:20:00,4071.57,4073.2,4068.77,4071.35,260.0
2026-07-29 18:21:00,4071.2,4071.2,4068.34,4070.15,271.0
2026-07-29 18:22:00,4070.12,4071.32,4068.79,4070.48,258.0
2026-07-29 18:23:00,4070.53,4072.27,4067.12,4067.65,262.0
2026-07-29 18:24:00,4067.69,4068.19,4066.46,4066.47,263.0
2026-07-29 18:25:00,4066.53,4067.63,4064.84,4066.37,256.0
2026-07-29 18:26:00,4066.53,4068.2,4065.27,4065.37,251.0
2026-07-29 18:27:00,4065.39,4065.64,4063.83,4065.05,244.0
2026-07-29 18:28:00,4065.15,4066.76,4065.02,4066.42,248.0
2026-07-29 18:29:00,4066.57,4067.72,4064.55,4067.68,252.0
2026-07-29 18:30:00,4067.69,4072.73,4067.69,4072.11,266.0
2026-07-29 18:31:00,4072.19,4072.58,4058.42,4059.32,285.0
2026-07-29 18:32:00,4059.31,4060.17,4052.29,4059.8,294.0
2026-07-29 18:33:00,4059.99,4061.22,4054.14,4059.99,288.0
2026-07-29 18:34:00,4060.32,4062.49,4057.98,4059.9,288.0
2026-07-29 18:35:00,4059.94,4060.9,4053.89,4055.84,277.0
2026-07-29 18:36:00,4055.72,4061.75,4054.6,4059.97,281.0
2026-07-29 18:37:00,4060.78,4063.31,4058.64,4062.09,281.0
2026-07-29 18:38:00,4061.75,4068.44,4061.75,4066.13,274.0
2026-07-29 18:39:00,4066.31,4072.69,4064.52,4071.24,285.0
2026-07-29 18:40:00,4071.25,4076.34,4070.03,4073.24,285.0
2026-07-29 18:41:00,4073.22,4080.22,4073.08,4076.4,275.0
2026-07-29 18:42:00,4076.73,4080.55,4075.73,4076.72,285.0
2026-07-29 18:43:00,4076.78,4086.12,4076.78,4084.2,283.0
2026-07-29 18:44:00,4084.65,4086.82,4082.48,4083.43,286.0
2026-07-29 18:45:00,4083.49,4086.79,4082.13,4086.79,277.0
2026-07-29 18:46:00,4086.82,4091.36,4084.06,4084.72,278.0
2026-07-29 18:47:00,4084.06,4094.37,4084.06,4088.87,284.0
2026-07-29 18:48:00,4088.85,4089.32,4084.69,4087.04,283.0
2026-07-29 18:49:00,4086.82,4100.98,4086.61,4099.65,287.0
2026-07-29 18:50:00,4099.62,4100.18,4092.77,4095.58,290.0
2026-07-29 18:51:00,4095.75,4100.93,4095.26,4100.54,277.0
2026-07-29 18:52:00,4100.44,4102.03,4097.8,4102.03,269.0
2026-07-29 18:53:00,4101.83,4105.52,4100.97,4104.82,269.0
2026-07-29 18:54:00,4104.61,4109.77,4104.19,4104.9,273.0
2026-07-29 18:55:00,4105.27,4106.11,4101.42,4101.83,282.0
2026-07-29 18:56:00,4101.92,4108.06,4101.9,4108.06,277.0
2026-07-29 18:57:00,4108.21,4108.64,4104.52,4105.73,278.0
2026-07-29 18:58:00,4105.72,4109.35,4104.25,4105.79,264.0
2026-07-29 18:59:00,4105.74,4107.36,4101.36,4107.01,264.0
2026-07-29 19:00:00,4106.79,4110.1,4104.25,4106.84,281.0
2026-07-29 19:01:00,4107.03,4115.92,4105.34,4114.48,282.0
2026-07-29 19:02:00,4114.52,4116.54,4107.84,4110.12,284.0
2026-07-29 19:03:00,4110.13,4112.25,4106.54,4106.56,267.0
2026-07-29 19:04:00,4106.54,4107.59,4102.02,4103.34,279.0
2026-07-29 19:05:00,4103.4,4105.64,4099.21,4100.06,284.0
2026-07-29 19:06:00,4100.17,4104.29,4099.49,4103.19,280.0
2026-07-29 19:07:00,4103.16,4103.16,4097.97,4099.61,280.0
2026-07-29 19:08:00,4099.62,4101.25,4093.92,4094.78,272.0
2026-07-29 19:09:00,4095.08,4097.97,4094.21,4096.82,262.0
2026-07-29 19:10:00,4096.81,4096.81,4090.1,4092.06,283.0
2026-07-29 19:11:00,4091.74,4098.06,4091.65,4096.64,282.0
2026-07-29 19:12:00,4096.63,4100.29,4096.12,4099.24,288.0
2026-07-29 19:13:00,4099.31,4102.3,4098.25,4099.95,259.0
2026-07-29 19:14:00,4099.74,4100.91,4098.3,4099.76,265.0
2026-07-29 19:15:00,4099.71,4104.16,4097.63,4104.06,279.0
2026-07-29 19:16:00,4103.82,4104.57,4098.71,4098.85,270.0
2026-07-29 19:17:00,4098.87,4100.46,4097.91,4100.06,251.0
2026-07-29 19:18:00,4100.28,4104.48,4100.27,4100.27,260.0
2026-07-29 19:19:00,4100.16,4100.51,4097.67,4098.54,261.0
2026-07-29 19:20:00,4098.6,4099.62,4092.6,4094.29,263.0
2026-07-29 19:21:00,4094.23,4094.95,4086.7,4091.27,284.0
2026-07-29 19:22:00,4090.93,4091.54,4085.4,4088.09,292.0
2026-07-29 19:23:00,4087.95,4089.13,4085.28,4086.47,282.0
2026-07-29 19:24:00,4086.44,4089.35,4086.29,4087.24,266.0
2026-07-29 19:25:00,4087.25,4087.73,4083.99,4084.35,275.0
2026-07-29 19:26:00,4084.45,4084.96,4081.6,4083.96,280.0
2026-07-29 19:27:00,4083.78,4084.19,4081.0,4083.62,279.0
2026-07-29 19:28:00,4083.61,4085.7,4081.97,4085.45,268.0
2026-07-29 19:29:00,4085.46,4085.72,4082.8,4084.0,271.0
2026-07-29 19:30:00,4084.1,4086.0,4081.42,4083.31,279.0
2026-07-29 19:31:00,4083.93,4088.28,4083.68,4088.28,272.0
2026-07-29 19:32:00,4088.27,4088.37,4080.09,4081.36,276.0
2026-07-29 19:33:00,4081.21,4082.11,4068.89,4069.42,282.0
2026-07-29 19:34:00,4069.8,4073.4,4066.97,4073.37,285.0
2026-07-29 19:35:00,4073.25,4075.07,4069.17,4070.63,266.0
2026-07-29 19:36:00,4070.68,4075.43,4068.49,4075.25,275.0
2026-07-29 19:37:00,4075.14,4075.74,4070.72,4072.56,273.0
2026-07-29 19:38:00,4072.79,4072.83,4066.2,4068.25,278.0
2026-07-29 19:39:00,4068.36,4070.46,4066.41,4069.07,278.0
2026-07-29 19:40:00,4068.87,4069.01,4065.33,4068.03,281.0
2026-07-29 19:41:00,4068.04,4072.36,4067.93,4069.96,262.0
2026-07-29 19:42:00,4069.92,4073.32,4069.82,4072.47,270.0
2026-07-29 19:43:00,4072.23,4072.78,4069.4,4071.28,268.0
2026-07-29 19:44:00,4071.29,4072.27,4067.32,4069.32,273.0
2026-07-29 19:45:00,4069.33,4071.99,4067.05,4067.17,280.0
2026-07-29 19:46:00,4067.23,4070.16,4067.12,4068.49,260.0
2026-07-29 19:47:00,4068.44,4070.01,4066.04,4068.22,253.0
2026-07-29 19:48:00,4068.07,4071.1,4067.85,4070.3,270.0
2026-07-29 19:49:00,4069.77,4071.83,4069.04,4071.58,274.0
2026-07-29 19:50:00,4069.8,4070.68,4067.29,4068.97,284.0
2026-07-29 19:51:00,4069.0,4069.0,4064.64,4066.91,276.0
2026-07-29 19:52:00,4066.76,4068.31,4064.7,4067.8,262.0
2026-07-29 19:53:00,4067.81,4067.83,4064.5,4065.0,251.0
2026-07-29 19:54:00,4065.01,4065.45,4061.26,4061.77,248.0
2026-07-29 19:55:00,4061.07,4061.57,4055.48,4056.96,276.0
2026-07-29 19:56:00,4057.25,4058.44,4052.97,4053.54,270.0
2026-07-29 19:57:00,4053.61,4054.87,4052.78,4053.62,263.0
2026-07-29 19:58:00,4053.78,4053.78,4047.57,4047.7,267.0
2026-07-29 19:59:00,4047.73,4047.73,4044.35,4044.77,264.0
2026-07-29 20:00:00,4044.98,4048.54,4042.88,4048.54,267.0
2026-07-29 20:01:00,4048.64,4052.77,4046.63,4049.59,279.0
2026-07-29 20:02:00,4049.43,4051.67,4046.6,4047.42,234.0
2026-07-29 20:03:00,4047.23,4049.0,4045.53,4048.52,249.0
2026-07-29 20:04:00,4048.39,4052.79,4046.66,4052.72,243.0
2026-07-29 20:05:00,4052.85,4053.62,4049.26,4051.47,233.0
2026-07-29 20:06:00,4050.81,4052.43,4049.81,4051.27,235.0
2026-07-29 20:07:00,4051.23,4053.0,4050.82,4051.62,217.0
2026-07-29 20:08:00,4051.89,4053.44,4051.26,4051.71,195.0
2026-07-29 20:09:00,4051.7,4053.53,4050.89,4052.74,224.0
2026-07-29 20:10:00,4052.72,4053.0,4049.18,4050.58,224.0
2026-07-29 20:11:00,4050.59,4053.24,4050.15,4053.24,230.0
2026-07-29 20:12:00,4053.41,4054.57,4052.46,4054.33,215.0
2026-07-29 20:13:00,4054.45,4055.98,4053.08,4054.08,243.0
2026-07-29 20:14:00,4054.02,4054.02,4051.62,4052.09,185.0
2026-07-29 20:15:00,4052.08,4052.08,4049.43,4051.51,185.0
